epoch,loss
0,0.00941061160781
1,0.0140351504087
2,0.0132318369367
3,0.0213849178769
4,0.0162479091774
5,0.0147993009199
6,0.0102711638266
7,0.0174569799141
8,0.0168915594166
9,0.0126580650156
10,0.00794984671203
11,0.0216523056681
12,0.0160884437236
13,0.0180366364392
14,0.0180447589267
15,0.0174857811494
16,0.0177532109347
17,0.0176247033206
18,0.0179391923276
19,0.0178366479549
20,0.0178442949598
21,0.0175742737272
22,0.0175752842968
23,0.0178109407425
24,0.0178525095636
